الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
جامعة الملك خالد,منافسة تغيير الأبواب الخشبية لدورات المياه في كلية التربية بمحايل عسير ,2021-04-21,478917.5
وزارة الإعلام - الديوان العام,        مشروع تأمين محروقات لوسائل النقل ,2021-12-14,484974.0
مؤسسة البريد السعودي,انتاج فيديو إطلاق الهوية وتصوير مكتبة صور  ,2021-07-19,588880.5
الهيئة العامة للمنشآت الصغيرة والمتوسطة,تشغيل وتوريد رخص نظام إدارة خدمات الربط لتبادل البيانات بين API Management System أنظمة منشآت والجهات الخارجية,2021-09-06,894950.7
أمانة محافظة الأحساء,صيانة المسطحات الخضراء وأشجار الشوارع  والحدائق والميادين بالجفر والقرى التابعة لها ,2021-08-15,5789790.0
إدارة التعليم بمنطقة جازان,منافسة طاولات و مقاعد فئة (  ج  ) لطلاب وطالبات المرحلة الابتدائية,2021-04-15,142025.0
المؤسسة العامة لتحلية المياه المالحة,مشروع غسيل الغلايات بمياه الضغط العالي لعدد (3) غلايات بالمرحلة الثانية بمحطات الشعيبة,2021-08-23,843300.0
وزارة البيئة والمياه والزراعة,تشغيل وصيانة محطات المعالجة وشبكات الصرف الصحي بمدينة رفحاء,2021-07-29,7936150.0
أمانة منطقة حائل,صيانة وتشغيل الأنظمة المساندة,2021-08-29,974740.0
أمانة منطقة القصيم,طباعة بنرات إرشادية وإعلانية لبلدية محافظة النبهانية ,2021-06-30,19996.2
أمانة منطقة تبوك,توريد شبك حديد,2021-04-15,58080.0
إدارة التعليم بمحافظة المذنب,صيانة المعامل والمختبرات والاجهزة والوسائل التعليمية,2021-04-14,42320.0
جامعة المجمعة,تشغيل و إدارة برنامج اللغة الإنجليزية للسنة الأولى المشتركة بجامعة المجمعة.,2021-10-24,7997803.72
مؤسسة البريد السعودي,مشروع الإعلان في مواقع التواصل الاجتماعي وبعض تطبيقات الهواتف الذكية,2021-07-19,9208797.0
المديرية العامة للشؤون الصحية بمنطقة عسير,تأمين نظام مراقبة درجات الحرارة والرطوبة بالتموين الطبي بصحة عسير,2021-09-28,290000.0
جامعة الجوف,تأهيل وتطوير الصالة الرياضية بالمدينة الجامعية ,2021-06-18,992.27
أمانة محافظة الأحساء,صيانة المسطحات الخضراء وأشجار الشوارع  والحدائق والميادين بالعيون والقرى التابعة لها ,2021-08-15,6180790.0
إدارة التعليم بمنطقة الجوف,توريد قطع غيار غير استهلاكية لعقود الصيانة والأجهزة والآلات والمعدات,2021-08-17,1482298.25
إدارة التعليم بمنطقة مكة المكرمة,تأمين قطع غيار لمركبات الإدارة الرسمية بتعليم منطقة مكة المكرمة,2021-03-31,135522.9
إدارة التعليم بمحافظة المذنب,عملية تأمين احتياج المدارس من الاثاث,2021-04-14,55004.5
برنامج الخدمات الصحيه بالهيئة الملكية بالجبيل,التشغيل والخدمات المساندة,2022-05-23,144022003.86
أمانة منطقة القصيم,توريد كفرات ولساتك معدات بلدية البصر,2021-07-14,151744.0
التجمع الصحي بمنطقة القصيم,تامين احتياج مستشفى الرس العام من بنود المستلزمات الطبية,2021-06-29,1198247.0
التجمع الصحي بمنطقة القصيم,تامين احتياج مركز الأمير فيصل بن بندر للأورام من بنود المستلزمات الطبية,2021-06-08,2568059.01
التجمع الصحي بمنطقة القصيم,تامين احتياج مركز الأمير سلطان لطب وجراحة القلب من بنود المستلزمات الطبية,2021-06-29,3335932.85
أمانة المنطقة الشرقية, مشروع صيانة وتشغيل إشارات عبور المشاة الضوئيه بالطرق الرئيسيه بحاضرة الدمام (الدمام، الخبر، الظهران) للأعوام (1442-1445هـ) ,2021-07-27,4028700.13
إدارة التعليم بمحافظة بيشة,تأمين وتوريد قطع غيار السيارات التابعة لادارة التعليم بمحافظة بيشه ,2021-06-28,150624.7
إدارة التعليم بمنطقة القصيم,تأمين وتوريد قطع الغيار الغير استهلاكية والإستهلاكية,2021-04-29,2075554.5
إدارة التعليم بمحافظة حفر الباطن,صيانة المعامل والمختبرات والأجهزة والوسائل التعليمية ,2021-05-27,324616.25
هيئة المحتوى المحلي والمشتريات الحكومية,مشروع تصميم وبناء منصة إدارة المشاريع  ,2021-06-06,780000.0
أمانة منطقة حائل,صيانة الميادين بمدينة فيد ,2022-03-11,293166.05
الشئون الصحية بمحافظة جدة,مشروع إنشاء مركز الاتصال والبلاغات الموحد و ربط وتطوير خدمات الإتصال  بالشؤون الصحية والمستشفيات التابعة لها بمحافظة جدة   ,2021-09-26,2990000.0
الهيئة السعودية للملكية الفكرية,تصوير وإنتاج ونشر المواد التوعوية بحقوق الملكية الفكرية,2021-05-18,5947225.0
الهيئة العامة للجمارك,عقد نظافة وصيانة وتشغيل مطار الملك فهد الدولي ( الدمام ) ,2021-09-02,799849.98
الهيئة السعودية للبيانات والذكاء الاصطناعي,تطوير البنية الأمنية لنظم المعلومات الجيومكانية (GISID),2021-06-24,18504298.1
أمانة منطقة تبوك,مشروع صيانة الحدائق والمسطحات الخضراء وشبكات الري,2021-08-03,1076400.0
أمانة منطقة تبوك,مشروع صيانة الشوارع والأرصفة,2022-09-22,2151650.0
الهيئة السعودية للملكية الفكرية,تشغيل العيادات الاستشارية للملكية الفكرية ,2021-06-08,5800413.49
بلدية محافظة ظهران الجنوب,تأمين وتوريد كفرات,2021-06-07,894102.0
المديرية العامة للشؤون الصحية بمنطقة جازان,منافسة تأمين الاحتياج من الاجهزة الكهربائية لزوم المدينة السكنية بصحة جازان ,2021-10-05,694933.5
أمانة منطقة الرياض,استئجار سيارات بسائقيها  للإدارة العامة للخدمات النسائية والوحدات التابعة لها بأمانة منطقة الرياض,2022-03-29,13998582.0
صندوق التنمية الزراعية,مشروع توريد وتركيب أجهزة الشبكة وتجديد الدعم الفني,2021-05-06,1106826.7
وزارة البيئة والمياه والزراعة,توريد سيارات لوزارة البيئة والمياه والزراعة,2021-07-06,22650860.0
الجامعة الإسلامية بالمدينة المنورة,تغطية الحرم الجامعي بالشبكة اللاسلكية المرحلة الثانية,2021-12-07,3476277.5
المديرية العامة للشؤون الصحية بمنطقة جازان,منافسة ثاثيث وتجهيز المدينة السكنية من الأثاث المنزلي بصحة جازان ,2021-10-05,1896766.3
أمانة منطقة الرياض,تشغيل وصيانة المعدات التابعة لأمانة منطقة الرياض,2022-04-10,15456000.0
إدارة التعليم بمحافظة عنيزة,صيانة المختبرات والمعامل والأجهزة والوسائل التعليمية,2021-04-14,118651.25
أمانة محافظة الأحساء,صيانة المسطحات الخضراء وأشجار الشوارع  والحدائق والميادين بالعمران والقرى التابعة لها ,2021-09-10,5976550.0
